pattern,sample_id,label,p1_company_1_id,p1_company_1_jurisdiction,p1_company_1_cin_present,p1_company_1_pan_present,p1_company_1_age_years,p1_company_1_revenue_cr,p1_company_1_employee_count,p1_company_1_is_shell,p1_company_2_id,p1_company_2_jurisdiction,p1_company_2_cin_present,p1_company_2_pan_present,p1_company_2_age_years,p1_company_2_revenue_cr,p1_company_2_employee_count,p1_company_2_is_shell,p1_company_3_id,p1_company_3_jurisdiction,p1_company_3_cin_present,p1_company_3_pan_present,p1_company_3_age_years,p1_company_3_revenue_cr,p1_company_3_employee_count,p1_company_3_is_shell,p1_tx1_from,p1_tx1_to,p1_tx1_amount_cr,p1_tx1_date,p1_tx1_type,p1_tx2_from,p1_tx2_to,p1_tx2_amount_cr,p1_tx2_date,p1_tx2_type,p1_tx3_from,p1_tx3_to,p1_tx3_amount_cr,p1_tx3_date,p1_tx3_type,num_dtaa_jurisdictions,num_companies,has_layering_jurisdiction,p2_borrower_id,p2_borrower_jurisdiction,p2_borrower_cin_present,p2_borrower_pan_present,p2_borrower_age_years,p2_borrower_revenue_cr,p2_borrower_employee_count,p2_borrower_is_shell,p2_shell_1_id,p2_shell_1_jurisdiction,p2_shell_1_cin_present,p2_shell_1_pan_present,p2_shell_1_age_years,p2_shell_1_revenue_cr,p2_shell_1_employee_count,p2_shell_1_is_shell,p2_bank_1_id,p2_bank_1_bank,p2_bank_1_jurisdiction,p2_tx1_from_entity_id,p2_tx1_to_entity_id,p2_tx1_from_bank,p2_tx1_to_bank,p2_tx1_amount_cr,p2_tx1_date,p2_tx1_type,p2_tx2_from_entity_id,p2_tx2_to_entity_id,p2_tx2_from_bank,p2_tx2_to_bank,p2_tx2_amount_cr,p2_tx2_date,p2_tx2_type,p2_tx3_from_entity_id,p2_tx3_to_entity_id,p2_tx3_from_bank,p2_tx3_to_bank,p2_tx3_amount_cr,p2_tx3_date,p2_tx3_type,repayment_coincides_with_new_loan,new_loan_within_days_of_due_date,n_loan_cycles,p3_indian_id,p3_indian_jurisdiction,p3_indian_cin_present,p3_indian_pan_present,p3_indian_age_years,p3_indian_revenue_cr,p3_indian_employee_count,p3_indian_is_shell,p3_foreign_id,p3_foreign_jurisdiction,p3_foreign_cin_present,p3_foreign_pan_present,p3_foreign_age_years,p3_foreign_revenue_cr,p3_foreign_employee_count,p3_foreign_is_shell,p3_inv1_from_entity,p3_inv1_to_entity,p3_inv1_declared_value_lakhs,p3_inv1_date,p3_inv2_from_entity,p3_inv2_to_entity,p3_inv2_declared_value_lakhs,p3_inv2_date,p3_inv3_from_entity,p3_inv3_to_entity,p3_inv3_declared_value_lakhs,p3_inv3_date,goods_easily_mispriced,foreign_entity_employee_count,n_invoices,p4_person_id,p4_person_jurisdiction,p4_person_pan_present,p4_person_age_years,p4_person_is_pep,p4_person_declared_income_lakhs,p4_bank_id,p4_bank_bank,p4_bank_jurisdiction,p4_tx1_amount_cr,p4_tx1_type,p4_tx1_date,p4_tx2_amount_cr,p4_tx2_type,p4_tx2_date,p4_tx3_amount_cr,p4_tx3_type,p4_tx3_date,cash_to_wire_ratio,wire_within_7_days_of_cash,all_deposits_below_ctr_threshold,p5_real_owner_id,p5_real_owner_jurisdiction,p5_real_owner_pan_present,p5_real_owner_age_years,p5_real_owner_is_pep,p5_nominee_1_id,p5_nominee_1_jurisdiction,p5_nominee_1_pan_present,p5_nominee_1_age_years,p5_property_1_id,p5_property_1_registered_owner_id,p5_property_1_actual_owner_id,p5_property_1_value_cr,p5_property_1_registration_date,p5_shell_1_id,p5_shell_1_director_id,p5_shell_1_beneficial_owner_id,nominees_same_introducer,shells_have_zero_revenue,affordability_ratio,p6_pep_id,p6_pep_jurisdiction,p6_pep_is_pep,p6_pep_age_years,p6_contractor_id,p6_contractor_jurisdiction,p6_contractor_cin_present,p6_contractor_pan_present,p6_contractor_age_years,p6_contractor_revenue_cr,p6_contractor_employee_count,p6_contractor_is_shell,p6_shell_id,p6_shell_jurisdiction,p6_shell_is_shell,p6_government_id,p6_government_jurisdiction,p6_tx1_from,p6_tx1_to,p6_tx1_amount_cr,p6_tx1_date,p6_tx1_type,p6_tx2_from,p6_tx2_to,p6_tx2_amount_cr,p6_tx2_date,p6_tx2_type,p6_tx3_from,p6_tx3_to,p6_tx3_amount_cr,p6_tx3_date,p6_tx3_type,shell_has_single_client,shell_client_is_govt_contractor,pep_approved_contract
P3,S3-A036B2CE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO-2F3BE4CA,IN,True,True,14.091634751254269,17.85987735303028,18,False,CO-BD363DDD,SG,False,False,1.0414625938037678,,1,False,CO-2F3BE4CA,CO-BD363DDD,142.77300122743645,2025-10-16,CO-2F3BE4CA,CO-BD363DDD,130.87525112515007,2025-11-14,CO-2F3BE4CA,CO-BD363DDD,130.87525112515007,2025-12-01,True,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,S3-EE8C6F49,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO-5A277B2B,IN,True,True,13.564464780885348,7.298387438951143,20,False,CO-4499797E,CN,False,False,0.7218093898585005,,4,True,CO-5A277B2B,CO-4499797E,224.58088049404134,2025-07-07,CO-5A277B2B,CO-4499797E,222.28923885634703,2025-07-31,CO-5A277B2B,CO-4499797E,222.28923885634703,2025-09-29,True,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,S3-191D5228,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO-41EF6F15,IN,True,True,25.127356014186542,169.9016630755593,461,False,CO-8823EC73,FR,False,False,17.200022543256676,,3892,False,CO-41EF6F15,CO-8823EC73,3737.48662442239,2025-10-29,,,,,,,,,False,3892,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,S3-B00AFEB6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO-1B84845B,IN,True,True,28.24241453149712,72.4270171328447,195,False,CO-F7B58FBA,AU,False,False,37.60399689626496,,159,False,CO-F7B58FBA,CO-1B84845B,1666.9086734472019,2025-09-16,,,,,,,,,False,159,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,S3-E78675C5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO-1C5A8653,IN,True,True,6.419729552432649,94.14278793267458,393,False,CO-71694332,NL,False,False,13.914467336645817,,3917,False,CO-1C5A8653,CO-71694332,3978.8729081226497,2025-06-19,,,,,,,,,False,5282.6851677021805,1.1958514359211918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,S3-11B87481,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO-AECA7AF0,IN,True,True,4.629927209203051,11.525260744062866,29,False,CO-1277AC8E,CN,False,False,2.9043312465047104,,5,True,CO-AECA7AF0,CO-1277AC8E,216.59736785372957,2025-06-20,CO-AECA7AF0,CO-1277AC8E,215.25204258755736,2025-07-30,CO-AECA7AF0,CO-1277AC8E,215.25204258755736,2025-08-23,True,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,S3-E67AC6A8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO-190AB902,IN,True,True,5.478676919323684,10.149922570478267,10,False,CO-2E8EBD4E,AE,False,False,2.068490208583892,,5,True,CO-2E8EBD4E,CO-190AB902,27384.37657661046,2025-08-16,CO-2E8EBD4E,CO-190AB902,24776.340712171368,2025-09-13,CO-2E8EBD4E,CO-190AB902,24776.340712171368,2025-11-12,False,3.884189172086782,5.743022971385273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,S3-9D71DD70,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO-78BDA31B,IN,True,True,4.8155183788808475,4.527738910252964,30,False,CO-CC878E39,AE,False,False,1.8428046515309648,,3,False,CO-78BDA31B,CO-CC878E39,59.662042933235234,2025-06-01,CO-78BDA31B,CO-CC878E39,57.210178155157074,2025-06-24,CO-78BDA31B,CO-CC878E39,57.210178155157074,2025-07-27,True,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,S3-D34991F6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO-236DC97C,IN,True,True,14.151857253852596,12.00371559471061,31,False,CO-B1B296F0,AE,False,False,1.8283652937848218,,2,True,CO-236DC97C,CO-B1B296F0,277.9606654806769,2025-09-18,CO-236DC97C,CO-B1B296F0,277.9606654806769,2025-10-18,CO-236DC97C,CO-B1B296F0,277.9606654806769,2025-11-03,True,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,S3-6BD38DBF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO-355B392A,IN,True,True,10.846068491616572,17.62585396473487,5,False,CO-9FD0AFD5,SG,False,False,0.865503454982431,,1,True,CO-355B392A,CO-9FD0AFD5,76.54279099749536,2025-08-15,CO-355B392A,CO-9FD0AFD5,75.80680262251944,2025-09-08,CO-355B392A,CO-9FD0AFD5,75.80680262251944,2025-09-26,True,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,S3-812D2A7B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO-214C74A5,IN,True,True,6.79135928676619,17.96780812703037,24,False,CO-D536C7EE,SG,False,False,3.3030788435933793,,3,True,CO-D536C7EE,CO-214C74A5,778.7119422684295,2025-03-17,CO-D536C7EE,CO-214C74A5,778.7119422684295,2025-04-12,CO-D536C7EE,CO-214C74A5,778.7119422684295,2025-06-15,True,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,S3-31CCCEB4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO-55B0BECD,IN,True,True,7.490907454996379,1.380053244816321,11,False,CO-0EA2CE65,CN,False,False,2.2296175041144823,,3,True,CO-0EA2CE65,CO-55B0BECD,34864.77599536827,2025-03-31,CO-0EA2CE65,CO-55B0BECD,34589.165117934535,2025-04-21,CO-0EA2CE65,CO-55B0BECD,34589.165117934535,2025-06-29,True,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,S3-FDC40EC4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO-5C6DFE18,IN,True,True,5.471770740850567,13.925249877268449,48,False,CO-F53773EC,AE,False,False,2.741248925914931,,1,False,CO-5C6DFE18,CO-F53773EC,302.8238566516549,2025-10-06,CO-5C6DFE18,CO-F53773EC,299.6857855982699,2025-11-12,CO-5C6DFE18,CO-F53773EC,299.6857855982699,2025-12-31,True,1.1030607821761016,3.390436878374479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,S3-EF84D1C2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO-2A06A085,IN,True,True,14.153148431639279,11.422360214978857,13,False,CO-CB477A1B,AE,False,False,4.862940190495458,,5,True,CO-2A06A085,CO-CB477A1B,1152.7967048773414,2025-03-17,CO-2A06A085,CO-CB477A1B,1149.4552651530594,2025-04-17,,,,,True,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,S3-D0545345,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO-AC42DF5D,IN,True,True,14.623523181624792,15.303963857200083,41,False,CO-F9A46423,SG,False,False,2.7712820575041563,,2,True,CO-AC42DF5D,CO-F9A46423,1.8629386622396094,2025-08-18,CO-AC42DF5D,CO-F9A46423,1.7329661974321948,2025-09-12,CO-AC42DF5D,CO-F9A46423,1.7329661974321948,2025-10-21,True,1.2334873596877136,3.5186295380384456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,S3-C54BB39E,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO-11D4F6BE,IN,True,True,6.164675806322055,55.108936017676186,425,False,CO-AB9CFD4A,NL,False,False,38.759727930925656,,179,False,CO-11D4F6BE,CO-AB9CFD4A,820.7353036746323,2025-05-09,,,,,,,,,True,225.05756892966963,1.1626323889505286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,S3-778CED99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO-1E42D4FA,IN,True,True,9.219594993133711,57.33022286493791,88,False,CO-845FA7B9,KR,False,False,46.68212696329826,,380,False,CO-1E42D4FA,CO-845FA7B9,35.678643546636074,2025-12-27,,,,,,,,,False,380,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,S3-17E70F31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO-153AF9FE,IN,True,True,24.396138910289007,162.3137671456694,376,False,CO-A489BDBC,US,False,False,13.009260765353199,,439,False,CO-153AF9FE,CO-A489BDBC,5600.571312475198,2025-03-25,,,,,,,,,False,439,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,S3-6464C729,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO-0D5975A0,IN,True,True,20.606032926085405,113.31423479377882,403,False,CO-295634C3,FR,False,False,31.69850264396534,,3895,False,CO-295634C3,CO-0D5975A0,116.62024598664841,2025-11-09,,,,,,,,,False,3895,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,S3-5820F1F2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO-2CB5DFE6,IN,True,True,2.3499094127793594,14.81705391236262,50,False,CO-B3B5EAF6,CN,False,False,1.4434177836257758,,3,False,CO-B3B5EAF6,CO-2CB5DFE6,209.76165853346123,2025-12-09,CO-B3B5EAF6,CO-2CB5DFE6,209.76165853346123,2026-01-14,CO-B3B5EAF6,CO-2CB5DFE6,209.76165853346123,2026-01-22,True,3.383072327859837,8.30237793150438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,S3-B2DE3F31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO-4FE00B29,IN,True,True,7.9881589929660475,15.100700186557034,224,False,CO-5D3B5426,US,False,False,17.835005481745817,,4136,False,CO-4FE00B29,CO-5D3B5426,14080.69506836905,2026-01-05,,,,,,,,,False,4091.9591599114956,0.8277921506400217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,S3-6BF628B8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO-1946CDC2,IN,True,True,19.99250691915084,40.141736682619864,307,False,CO-0F48CB6A,AU,False,False,38.00080884178057,,4102,False,CO-0F48CB6A,CO-1946CDC2,5521.2546372949755,2025-09-25,,,,,,,,,True,4296.124432378936,0.6239754349156741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,S3-2D1F9AA7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO-B751A49D,IN,True,True,26.593579777007836,128.56852148990288,366,False,CO-0182F61C,US,False,False,43.88160134432711,,4140,False,CO-B751A49D,CO-0182F61C,2248.0311320660535,2025-08-18,,,,,,,,,True,4832.3695583208455,1.3526459773440542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,S3-7D86C94B,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO-716E8CA7,IN,True,True,24.92343729902659,51.84583561688739,192,False,CO-60E828CA,AU,False,False,29.20428034169772,,4759,False,CO-60E828CA,CO-716E8CA7,522.2969401211071,2025-11-14,,,,,,,,,False,4759,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,S3-2244BF70,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO-861C424C,IN,True,True,19.415218168012828,69.33549298388758,68,False,CO-24EEDE64,FR,False,False,30.72312689401143,,3122,False,CO-24EEDE64,CO-861C424C,216.80641419769947,2025-09-27,,,,,,,,,False,3122,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,S3-F78CE001,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO-1F6DC849,IN,True,True,11.77338305426969,1.1373065087282896,42,False,CO-F4A602D2,HK,False,False,4.051432255240416,,1,True,CO-F4A602D2,CO-1F6DC849,716.3609288237436,2025-09-27,,,,,,,,,True,1.1185953173566177,1.2127398634240483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P4,S4-9392FECD,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PE-B1F35B7D,IN,True,,False,6.927551367960755,BA-2E257848,Bank of Baroda,IN,0.07048974279046671,CASH_DEPOSIT,2025-10-29,0.09212760980781337,CASH_DEPOSIT,2025-11-05,0.08507431527086577,CASH_DEPOSIT,2025-10-31,1.1322745805417334,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P4,S4-5DC39995,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PE-B2E98723,IN,True,,False,171.70126038835008,BA-988C89D9,Yes Bank,IN,0.4509237737911437,INWARD_REMITTANCE,2025-12-01,,,,,,,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P4,S4-1FB4C9CB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PE-59EF0E64,IN,True,,False,177.4683280552956,BA-B25E87BB,Axis Bank,IN,1.9613173758336218,INWARD_REMITTANCE,2025-12-30,,,,,,,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P4,S4-69BEED90,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PE-6DC16CBE,IN,True,,False,150.71251114727568,BA-02C7AA9B,PNB,IN,0.635706877724788,INWARD_REMITTANCE,2025-08-30,,,,,,,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P4,S4-99C31E24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PE-A864F145,IN,True,,False,7.236039905077343,BA-8EDC5098,Yes Bank,IN,0.08608187529273892,CASH_DEPOSIT,2025-11-07,0.0978977157979665,CASH_DEPOSIT,2025-11-06,0.16001984538849265,INWARD_REMITTANCE,2025-11-10,1.1497298390961685,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P4,S4-C04FF59B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PE-D856235F,IN,False,,False,14.365738329674908,BA-72272DE6,HDFC Bank,IN,0.0743590573144577,CASH_DEPOSIT,2025-12-12,0.08298260474921072,CASH_DEPOSIT,2025-12-08,0.09489827850681279,CASH_DEPOSIT,2025-12-06,1.1031955243657112,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P4,S4-1EC0423F,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PE-C2B8F203,IN,True,,False,11.85905749361604,BA-37FAEDD0,HDFC Bank,IN,0.0888997668662772,CASH_DEPOSIT,2026-02-10,0.07770673076578749,CASH_DEPOSIT,2026-02-22,0.07297462623865855,CASH_DEPOSIT,2026-02-22,1.0033211542864844,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P4,S4-02137FFE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PE-168EB2FA,IN,True,,False,157.95616768949236,BA-6FF53EA0,ICICI Bank,IN,1.0611283912492582,INWARD_REMITTANCE,2025-03-23,,,,,,,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P4,S4-F228E042,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PE-AB2BE962,IN,True,,False,38.71108029014281,BA-C73C2C1B,Yes Bank,IN,0.25696374303032604,INWARD_REMITTANCE,2025-05-24,,,,,,,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P4,S4-FC82CC84,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PE-B83C03C0,IN,False,,False,6.749996657345215,BA-0F156FB4,HDFC Bank,IN,0.08452609437860426,CASH_DEPOSIT,2025-10-17,0.09109429205913816,CASH_DEPOSIT,2025-10-18,0.09782926468357062,CASH_DEPOSIT,2025-10-16,1.0,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
